term,count,community,degree_centrality,betweenness,eigenvector
contribution,2,8,0.011137629276054098,0.0027155011241113626,0.02588693769188318
sample,2,5,0.011137629276054098,0.00548236154869631,0.013567137229644536
gpu,2,17,0.011137629276054098,0.0016916789345376778,0.016859595880862197
convergence,2,5,0.011137629276054098,0.0027835264254355103,0.009915617980736084
brain,2,12,0.011137629276054098,0.003211359222136865,0.032504608537277296
large scale,2,15,0.011137629276054098,0.002161637477861743,0.031066281293904027
product,2,8,0.011137629276054098,0.002862759964330458,0.02938067588253407
gradient descent,2,22,0.00954653937947494,0.0004754496913642457,0.030396550394543465
descent,2,22,0.00954653937947494,0.0004754496913642457,0.030396550394543462
conditional,2,8,0.011137629276054098,0.0017887519549807712,0.027688230210691837
signal,2,11,0.011137629276054098,0.0024177716498221292,0.02019795847622134
test,2,22,0.011137629276054098,0.0015676124756746016,0.026231495899127013
ratio,2,22,0.011137629276054098,0.0017697624766029269,0.016957182144168026
gaussian approximation,2,22,0.00954653937947494,0.0008274894251975456,0.021618216977946705
langevin,2,20,0.011137629276054098,0.006286219937508177,0.012758884069217154
generative,2,8,0.011137629276054098,0.0027789481097513545,0.03575965544252824
triplet,2,7,0.00954653937947494,0.0009488170746159643,0.01801212508731695
triplet loss,2,7,0.00954653937947494,0.0009488170746159643,0.01801212508731696
encoding,2,7,0.011137629276054098,0.002607641238259758,0.020998985458402817
different,2,0,0.011137629276054098,0.002212542517959903,0.014381927710210088
reduction,2,18,0.011137629276054098,0.00450681015234412,0.04328806653184419
random,2,7,0.010342084327764518,0.0017757699519973143,0.04720913483016832
satellite,2,4,0.011137629276054098,0.0024420416372561643,0.011149664424712477
forecasts,2,4,0.010342084327764518,0.0010963904281767964,0.010692615595138982
optimal transport,2,9,0.010342084327764518,0.0012458118181549415,0.019405964738970098
variational,2,22,0.011137629276054098,0.001557851305069975,0.025983975076034012
stream,2,15,0.011137629276054098,0.002498037327346078,0.0342171561323825
simple scalable,2,10,0.011137629276054098,0.001424537984618065,0.03317657917256952
hybrid,2,9,0.011137629276054098,0.0019060449638761156,0.032497637085195936
scalable,2,1,0.011137629276054098,0.002633266748544866,0.04081380467235533
actions,2,15,0.011137629276054098,0.0015926590186355722,0.017685791407016923
planning,2,15,0.011137629276054098,0.0019124744974215763,0.02950391118583875
lookahead,2,5,0.011137629276054098,0.002703736715692519,0.01850690514078238
automation,2,14,0.011137629276054098,0.002382641968976766,0.03132844439219347
gui agent,2,14,0.010342084327764518,0.0012782543026335247,0.032531109910102184
layer,2,7,0.010342084327764518,0.0017757699519973143,0.0472091348301683
code,2,0,0.011137629276054098,0.004154639235436117,0.02268243184092855
repair,2,1,0.011137629276054098,0.0022614196146308434,0.0077138053239321465
wasserstein distance,2,20,0.011137629276054098,0.0034916545192038725,0.012957174082660753
mixed,2,19,0.011137629276054098,0.003518699160199801,0.011291339162540612
loss,2,7,0.011137629276054098,0.0018437152724259374,0.01409788414941911
frame,2,14,0.011137629276054098,0.00137063412330371,0.034244715387057076
grpo,2,15,0.011137629276054098,0.0017595399058514705,0.025543337416758346
video,2,1,0.011137629276054098,0.0016290323690527596,0.030162434299737723
multilingual,2,14,0.008750994431185363,0.0003402529124261803,0.03443068942615768
cross lingual,2,14,0.008750994431185363,0.0003402529124261803,0.03443068942615766
lingual,2,14,0.008750994431185363,0.0003402529124261803,0.034430689426157665
unified,2,4,0.011137629276054098,0.0022934204440733614,0.031385453023008866
discrete,2,18,0.011137629276054098,0.0030130515874069726,0.04814751280327727
candidate,2,0,0.011137629276054098,0.0027328918771559224,0.04415836053549252
effects,2,16,0.011137629276054098,0.002549808744328338,0.014983693093756634
utility,2,2,0.011137629276054098,0.0017679327974537177,0.015973257317420442
operator,2,17,0.010342084327764518,0.0010716004651540947,0.022813463921245662
labels,2,7,0.011137629276054098,0.00205179605708531,0.009619120864500017
wasserstein,2,9,0.011137629276054098,0.0033090650989000265,0.02180390916176981
lambda,2,22,0.011137629276054098,0.0037193805167915353,0.009760651244290328
graph neural,2,22,0.010342084327764518,0.0003098847658453939,0.02908269674440427
theoretic,1,7,0.005568814638027049,3.7755975399282752e-06,0.009255573916382709
recipe,1,10,0.005568814638027049,1.4787915040246188e-05,0.023666934384127206
entropy,1,22,0.005568814638027049,0.0,0.018237246221880315
private,1,23,0.005568814638027049,6.681576474987314e-06,0.008887923059323842
vertices,1,17,0.005568814638027049,1.8561170507007873e-06,0.01864088958031495
minimum,1,17,0.005568814638027049,1.8561170507007873e-06,0.01864088958031495
optimal,1,17,0.005568814638027049,1.8561170507007873e-06,0.018640889580314953
suited,1,17,0.005568814638027049,0.0,0.006467266718278056
governing,1,17,0.005568814638027049,0.0,0.00646726671827806
curves,1,17,0.005568814638027049,0.0,0.006467266718278059
discontinuities,1,17,0.005568814638027049,0.0,0.006467266718278067
identification,1,17,0.005568814638027049,0.0,0.006467266718278063
convex optimization,1,17,0.005568814638027049,1.8561170507007873e-06,0.0160371198594111
translation,1,0,0.005568814638027049,0.0,0.004632854347783937
memory,1,0,0.005568814638027049,0.0,0.010758854343236377
cognitive science,1,0,0.005568814638027049,0.0,0.010758854343236368
experiences,1,0,0.005568814638027049,0.0,0.01075885434323637
improve generalization,1,0,0.005568814638027049,0.0,0.010758854343236372
learning systems,1,0,0.005568814638027049,0.0,0.010758854343236375
downstream,1,11,0.005568814638027049,1.6924533086721053e-05,0.026430555387483647
corrections,1,16,0.005568814638027049,0.0,0.010780307641871784
modelling,1,16,0.005568814638027049,0.0,0.010780307641871786
ideal,1,2,0.005568814638027049,0.0,0.0058309511867658155
fair,1,2,0.005568814638027049,0.0,0.005830951186765813
machines,1,15,0.005568814638027049,0.0,0.01181941563407422
account,1,15,0.005568814638027049,0.0,0.01181941563407422
stability,1,5,0.005568814638027049,5.26530259257031e-05,0.009011909262874117
restrictive,1,5,0.005568814638027049,5.26530259257031e-05,0.00901190926287412
accessibility,1,15,0.005568814638027049,0.0,0.00819724499298314
reproducing,1,15,0.005568814638027049,0.0,0.00819724499298315
age,1,16,0.005568814638027049,0.0,0.01078030764187179
realistic,1,14,0.005568814638027049,1.0556594324437079e-07,0.01941939294400648
intent,1,14,0.005568814638027049,1.0556594324437079e-07,0.019419392944006485
degradation,1,4,0.005568814638027049,1.5312974392969026e-05,0.0067429100066457425
incremental,1,4,0.005568814638027049,1.5312974392969026e-05,0.00674291000664574
multistep,1,4,0.005568814638027049,1.5312974392969026e-05,0.006742910006645738
entanglement,1,6,0.005568814638027049,1.385463551499956e-05,0.008388456760495827
quantum circuits,1,6,0.005568814638027049,1.3757190028927834e-05,0.011980987067349591
vqc,1,6,0.005568814638027049,1.3757190028927834e-05,0.01198098706734959
process,1,15,0.005568814638027049,0.0,0.008197244992983141
parallel,1,15,0.005568814638027049,0.0,0.008197244992983143
corpus,1,15,0.005568814638027049,0.0,0.008197244992983145
diverse,1,5,0.005568814638027049,0.0,0.005349476366716555
instance,1,5,0.005568814638027049,0.0,0.00534947636671656
set,1,5,0.005568814638027049,0.0,0.00534947636671656
instances,1,5,0.005568814638027049,0.0,0.005349476366716563
used gradient,1,6,0.005568814638027049,1.3757190028927834e-05,0.011980987067349591
used,1,6,0.005568814638027049,1.3757190028927834e-05,0.011980987067349586
gates,1,6,0.005568814638027049,1.3757190028927834e-05,0.011980987067349588
errors,1,8,0.005568814638027049,0.0,0.010836436973701815
hallucination,1,8,0.005568814638027049,0.0,0.010836436973701813
engine,1,16,0.005568814638027049,0.0,0.010780307641871783
mathcal,1,5,0.005568814638027049,0.0,0.0030779566317498445
proof,1,5,0.005568814638027049,0.0,0.0030779566317498406
theoretical,1,5,0.005568814638027049,0.0,0.0030779566317498345
et al,1,5,0.005568814638027049,0.0,0.004431254657024281
et,1,5,0.005568814638027049,0.0,0.004431254657024283
remote,1,5,0.005568814638027049,0.0,0.011887761457457499
scarce,1,7,0.005568814638027049,1.2181066975062668e-05,0.013556580662525653
selected,1,7,0.005568814638027049,1.2181066975062668e-05,0.013556580662525646
examples,1,7,0.005568814638027049,1.2181066975062668e-05,0.013556580662525653
example,1,7,0.005568814638027049,1.2181066975062668e-05,0.01355658066252564
large vision,1,12,0.005568814638027049,0.0,0.026387259356701238
lvlms,1,12,0.005568814638027049,0.0,0.02638725935670125
recognition,1,12,0.005568814638027049,0.0,0.026387259356701245
separability,1,7,0.005568814638027049,2.146390035723396e-05,0.01286726605957225
considered,1,6,0.005568814638027049,1.385463551499956e-05,0.008388456760495834
quantum neural,1,6,0.005568814638027049,1.385463551499956e-05,0.008388456760495827
dropout,1,6,0.005568814638027049,0.0,0.004174179162774572
data influence,1,6,0.005568814638027049,0.0,0.004174179162774566
training data,1,6,0.005568814638027049,0.0,0.004174179162774566
influence function,1,6,0.005568814638027049,0.0,0.004174179162774563
regularization,1,8,0.005568814638027049,0.0,0.015214749304266681
penalty,1,8,0.005568814638027049,0.0,0.015214749304266669
feature selection,1,8,0.005568814638027049,0.0,0.015214749304266677
false,1,5,0.005568814638027049,0.0,0.011887761457457497
locally,1,5,0.005568814638027049,0.0,0.011887761457457503
problem,1,5,0.005568814638027049,0.0,0.005349476366716562
learning frameworks,1,17,0.005568814638027049,1.1741258426259068e-06,0.011920421954377536
frameworks,1,17,0.005568814638027049,1.1741258426259068e-06,0.011920421954377538
temperature,1,17,0.005568814638027049,1.1741258426259068e-06,0.011920421954377546
variants,1,5,0.005568814638027049,0.0,0.0030779566317498345
convergence rate,1,5,0.005568814638027049,0.0,0.003077956631749838
variant,1,5,0.005568814638027049,0.0,0.0030779566317498414
concept,1,16,0.005568814638027049,3.4690413891025505e-05,0.01731510794985153
entities,1,16,0.005568814638027049,3.4690413891025505e-05,0.010044868779970375
suppression,1,16,0.005568814638027049,3.4690413891025505e-05,0.010044868779970373
consequences,1,0,0.005568814638027049,0.0,0.009176994042835881
possible,1,5,0.005568814638027049,0.0,0.004431254657024282
geq,1,5,0.005568814638027049,0.0,0.004431254657024283
communities,1,5,0.005568814638027049,0.0,0.004431254657024285
sqrt,1,5,0.005568814638027049,0.0,0.004431254657024285
input data,1,4,0.005568814638027049,6.023970938185808e-06,0.004521968680195953
solar,1,4,0.005568814638027049,6.023970938185808e-06,0.004521968680195949
day,1,4,0.005568814638027049,6.023970938185808e-06,0.004521968680195955
ahead,1,4,0.005568814638027049,6.023970938185808e-06,0.004521968680195958
formula,1,15,0.005568814638027049,0.0,0.013164889906609708
large,1,15,0.005568814638027049,0.0,0.013164889906609713
solving,1,15,0.005568814638027049,0.0,0.013164889906609708
scale models,1,6,0.005568814638027049,0.0,0.004174179162774563
quality,1,20,0.005568814638027049,0.0,0.014960728609762669
si,1,1,0.005568814638027049,2.2278901400451503e-05,0.021050921344032258
suite,1,8,0.005568814638027049,1.5584179506664855e-05,0.014386636751236496
opportunity,1,8,0.005568814638027049,1.5584179506664855e-05,0.014386636751236493
assisted,1,8,0.005568814638027049,1.5584179506664855e-05,0.014386636751236496
article,1,20,0.005568814638027049,0.0,0.014341368403313834
lstm,1,20,0.005568814638027049,0.0,0.014341368403313829
sentences,1,16,0.005568814638027049,3.4690413891025505e-05,0.017315107949851517
neighborhood,1,15,0.005568814638027049,0.0,0.013164889906609713
python library,1,4,0.005568814638027049,7.037729549624719e-08,0.006050042476091053
research,1,4,0.005568814638027049,7.037729549624719e-08,0.006050042476091055
python,1,4,0.005568814638027049,7.037729549624719e-08,0.0060500424760910505
theoretical analysis,1,3,0.005568814638027049,0.0,0.022548419335311008
graph structures,1,3,0.005568814638027049,0.0,0.02254841933531102
f1,1,10,0.005568814638027049,0.0,0.019564042216062276
embeddings,1,10,0.005568814638027049,0.0,0.01956404221606228
reference,1,21,0.005568814638027049,0.0,0.018087440215560725
98,1,11,0.005568814638027049,9.74454860717269e-08,0.0014235517830902906
predicting,1,11,0.005568814638027049,9.74454860717269e-08,0.001423551783090292
mechanistic,1,11,0.005568814638027049,9.74454860717269e-08,0.0014235517830902937
chemical reaction,1,11,0.005568814638027049,9.74454860717269e-08,0.0014235517830902995
steps,1,11,0.005568814638027049,9.74454860717269e-08,0.0014235517830902956
000,1,10,0.005568814638027049,0.0,0.01887084068991196
dataset,1,10,0.005568814638027049,0.0,0.018870840689911957
cnn based,1,9,0.005568814638027049,0.0,0.020706988997787203
benchmark,1,18,0.005568814638027049,0.0,0.009619827894844708
synthetic,1,18,0.005568814638027049,0.0,0.009619827894844698
datasets,1,18,0.005568814638027049,0.0,0.00961982789484471
lt,1,18,0.005568814638027049,0.0,0.009619827894844704
synthetic data,1,18,0.005568814638027049,0.0,0.009619827894844698
risks,1,9,0.005568814638027049,1.6411962922499558e-06,0.011271758423251102
higher,1,20,0.005568814638027049,0.0,0.014960728609762677
generation quality,1,3,0.005568814638027049,0.0,0.011304097508248429
reward hacking,1,14,0.005568814638027049,7.2904444211929115e-06,0.016053210247600744
hacking,1,14,0.005568814638027049,7.2904444211929115e-06,0.01605321024760073
larger,1,17,0.005568814638027049,5.234796705437778e-05,0.03225270353536519
small,1,17,0.005568814638027049,5.234796705437778e-05,0.03225270353536519
protocols,1,12,0.005568814638027049,8.718074831158478e-06,0.027830105425731392
salient,1,12,0.005568814638027049,8.718074831158478e-06,0.027830105425731402
benefit,1,7,0.005568814638027049,3.072638095780981e-06,0.006047300241258976
known,1,7,0.005568814638027049,3.072638095780981e-06,0.006047300241258981
classes,1,7,0.005568814638027049,3.072638095780981e-06,0.006047300241258972
popular,1,14,0.005568814638027049,6.055139329161133e-05,0.03900747055925417
logical,1,14,0.005568814638027049,6.055139329161133e-05,0.03900747055925419
logical reasoning,1,14,0.005568814638027049,6.055139329161133e-05,0.03900747055925418
logic,1,14,0.005568814638027049,6.055139329161133e-05,0.039007470559254166
sota,1,7,0.005568814638027049,5.608400634363573e-05,0.026486021709905105
learning algorithm,1,21,0.005568814638027049,0.0,0.01808744021556073
red teaming,1,10,0.005568814638027049,3.649777865372865e-06,0.012530184344328605
align,1,8,0.005568814638027049,7.85810425968474e-06,0.00955843707255652
iteration,1,8,0.005568814638027049,7.85810425968474e-06,0.009558437072556526
ms,1,9,0.005568814638027049,1.6411962922499558e-06,0.008054848627716273
percent,1,9,0.005568814638027049,1.6411962922499558e-06,0.008054848627716263
advanced,1,9,0.005568814638027049,1.6411962922499558e-06,0.008054848627716264
susceptible,1,14,0.005568814638027049,7.2904444211929115e-06,0.016053210247600737
forms,1,14,0.005568814638027049,7.2904444211929115e-06,0.016053210247600737
rewards,1,14,0.005568814638027049,7.2904444211929115e-06,0.01605321024760074
blood,1,9,0.005568814638027049,0.0,0.0207069889977872
world models,1,8,0.005568814638027049,1.226560028903509e-05,0.035224670423159805
coverage,1,21,0.005568814638027049,8.64225308806377e-05,0.011914347482777208
open source,1,21,0.005568814638027049,8.64225308806377e-05,0.01191434748277721
scoring,1,21,0.005568814638027049,8.64225308806377e-05,0.011914347482777206
calibrated,1,21,0.005568814638027049,8.64225308806377e-05,0.011914347482777202
wise,1,3,0.005568814638027049,0.0,0.011304097508248437
implementation,1,14,0.005568814638027049,0.0,0.01926352916447622
repositories,1,14,0.005568814638027049,0.0,0.019263529164476215
repository,1,14,0.005568814638027049,0.0,0.019263529164476215
tailed,1,22,0.005568814638027049,0.0,0.01267466152490153
heavy tailed,1,22,0.005568814638027049,0.0,0.01267466152490153
black box,1,10,0.005568814638027049,3.649777865372865e-06,0.012530184344328602
offline,1,3,0.005568814638027049,0.0,0.011304097508248442
auto,1,3,0.005568814638027049,0.0,0.01130409750824843
tree search,1,18,0.005568814638027049,0.0,0.013792562826825432
improving,1,18,0.005568814638027049,0.0,0.013792562826825434
mcts,1,18,0.005568814638027049,0.0,0.013792562826825438
upper bound,1,15,0.005568814638027049,7.383219822836883e-06,0.01602095159702955
bound,1,15,0.005568814638027049,7.383219822836883e-06,0.01602095159702955
red,1,10,0.005568814638027049,3.649777865372865e-06,0.012530184344328597
detectors,1,10,0.005568814638027049,3.649777865372865e-06,0.012530184344328598
teaming,1,10,0.005568814638027049,3.649777865372865e-06,0.012530184344328597
coco,1,23,0.005568814638027049,9.321142695101694e-06,0.013836519736651093
tensor decomposition,1,23,0.005568814638027049,9.321142695101694e-06,0.0138365197366511
exhaustive,1,18,0.005568814638027049,0.0,0.012312946428025336
pre,1,12,0.005568814638027049,1.684119725402769e-05,0.020645571302244287
receiver,1,2,0.005568814638027049,4.0806487500352534e-05,0.01074567047831132
expensive,1,11,0.005568814638027049,9.74454860717269e-08,0.014407239996431287
velocity,1,11,0.005568814638027049,9.74454860717269e-08,0.014407239996431285
incomplete,1,23,0.005568814638027049,7.037729549624719e-08,0.025823168185145684
physical,1,7,0.005568814638027049,2.8923987912326503e-06,0.01730881683104892
hand,1,4,0.005568814638027049,0.0,0.009398251368598587
pose estimation,1,4,0.005568814638027049,0.0,0.009398251368598586
pose,1,4,0.005568814638027049,0.0,0.009398251368598587
medical,1,12,0.005568814638027049,1.684119725402769e-05,0.020645571302244287
large language,1,14,0.005568814638027049,4.454780424607251e-05,0.037096426104542606
comprehensive,1,14,0.005568814638027049,4.454780424607251e-05,0.03709642610454261
lack,1,14,0.005568814638027049,4.454780424607251e-05,0.03709642610454262
advanced reasoning,1,14,0.005568814638027049,4.2277478309961735e-05,0.03541680622475976
impact,1,14,0.005568814638027049,4.2277478309961735e-05,0.03541680622475976
speak,1,14,0.005568814638027049,4.2277478309961735e-05,0.03541680622475975
graph based,1,3,0.005568814638027049,0.0,0.014104809341280724
long horizon,1,3,0.005568814638027049,0.0,0.014104809341280727
combine,1,3,0.005568814638027049,0.0,0.014104809341280718
scene,1,3,0.005568814638027049,0.0,0.014104809341280724
skills,1,3,0.005568814638027049,0.0,0.014104809341280722
prompting,1,10,0.005568814638027049,4.820596665342058e-05,0.025289599738816355
multimodal large,1,10,0.005568814638027049,4.820596665342058e-05,0.025289599738816372
recall,1,16,0.005568814638027049,0.0,0.016440818928619712
answer,1,16,0.005568814638027049,0.0,0.016440818928619712
evaluation framework,1,16,0.005568814638027049,0.0,0.016440818928619712
decomposed,1,16,0.005568814638027049,0.0,0.016440818928619715
criteria,1,16,0.005568814638027049,0.0,0.01644081892861971
adversarial attacks,1,23,0.005568814638027049,9.321142695101694e-06,0.013836519736651105
macro,1,1,0.005568814638027049,0.0,0.008095510066878371
intelligence,1,1,0.005568814638027049,0.0,0.008095510066878371
tts,1,14,0.005568814638027049,2.2898155913151814e-06,0.021972117633479796
text speech,1,14,0.005568814638027049,2.2898155913151814e-06,0.021972117633479792
delay,1,14,0.005568814638027049,2.2898155913151814e-06,0.02197211763347979
monocular,1,12,0.005568814638027049,3.3351037201392217e-06,0.012604262929397168
saliency,1,12,0.005568814638027049,3.3351037201392217e-06,0.012604262929397163
map,1,12,0.005568814638027049,3.3351037201392217e-06,0.012604262929397168
explainability,1,12,0.005568814638027049,3.3351037201392217e-06,0.01260426292939716
self,1,12,0.005568814638027049,1.1458226143008414e-05,0.01406024834252192
boundaries,1,12,0.005568814638027049,1.1458226143008414e-05,0.01406024834252191
voice,1,23,0.005568814638027049,0.0,0.00917839931906319
costs,1,23,0.005568814638027049,0.0,0.009178399319063193
style,1,23,0.005568814638027049,0.0,0.009178399319063186
multi target,1,14,0.005568814638027049,9.04176652380155e-06,0.020563216616252915
l2,1,14,0.005568814638027049,9.04176652380155e-06,0.02056321661625292
autonomous,1,0,0.005568814638027049,0.0,0.011995175588780776
trust,1,0,0.005568814638027049,0.0,0.011995175588780778
mass,1,0,0.005568814638027049,0.0,0.01199517558878078
transparency,1,0,0.005568814638027049,0.0,0.011995175588780776
tuples,1,10,0.005568814638027049,9.859493838087482e-06,0.022873585039376854
relationships,1,10,0.005568814638027049,9.859493838087482e-06,0.022873585039376868
zero,1,11,0.005568814638027049,2.112942402233452e-05,0.009761068971095983
zero shot,1,11,0.005568814638027049,2.112942402233452e-05,0.009761068971095984
semi,1,23,0.005568814638027049,7.037729549624719e-08,0.025823168185145674
asymptotic,1,3,0.005568814638027049,0.0,0.015844411345537886
token,1,3,0.005568814638027049,0.0,0.01584441134553789
sensitivity,1,3,0.005568814638027049,0.0,0.01584441134553788
behavior,1,3,0.005568814638027049,0.0,0.015844411345537886
execution,1,1,0.005568814638027049,0.0,0.008095510066878373
workflows,1,1,0.005568814638027049,0.0,0.008095510066878371
embodied,1,1,0.005568814638027049,0.0,0.008095510066878375
real world,1,14,0.005568814638027049,0.0,0.018789735634267866
action,1,14,0.005568814638027049,0.0,0.018789735634267873
ensembles,1,11,0.005568814638027049,1.5950659611237295e-05,0.013560463221017158
simulations,1,11,0.005568814638027049,1.5950659611237295e-05,0.013560463221017163
perfect,1,7,0.005568814638027049,0.0,0.017717950508460097
retrieve,1,7,0.005568814638027049,0.0,0.017717950508460107
clinical,1,7,0.005568814638027049,0.0,0.017717950508460097
streaming,1,14,0.005568814638027049,2.2898155913151814e-06,0.021972117633479782
efficient approach,1,2,0.005568814638027049,4.0806487500352534e-05,0.00982990598543649
efficient,1,2,0.005568814638027049,4.0806487500352534e-05,0.009829905985436498
terms,1,2,0.005568814638027049,4.0806487500352534e-05,0.009829905985436494
efficient fine,1,2,0.005568814638027049,4.0806487500352534e-05,0.00982990598543649
demonstration,1,22,0.005568814638027049,3.1184713640016028e-06,0.023569816704987714
guide,1,12,0.005568814638027049,1.7299932003482572e-06,0.008973052356473015
hospital,1,7,0.005568814638027049,0.0,0.017717950508460107
decision,1,0,0.005568814638027049,0.0,0.01199517558878078
template,1,13,0.005568814638027049,1.576637143860918e-05,0.008321811996816057
questions,1,14,0.005568814638027049,0.0,0.01878495580171265
summary,1,14,0.005568814638027049,0.0,0.018784955801712643
personalization,1,14,0.005568814638027049,0.0,0.01878495580171264
scope,1,14,0.005568814638027049,0.0,0.018784955801712633
digital,1,12,0.005568814638027049,1.7299932003482572e-06,0.00897305235647302
perceived,1,12,0.005568814638027049,1.7299932003482572e-06,0.008973052356473013
music,1,12,0.005568814638027049,1.7299932003482572e-06,0.008973052356473018
graphs,1,18,0.005568814638027049,4.446460881506878e-06,0.014200633460487371
sbm,1,18,0.005568814638027049,4.446460881506878e-06,0.014200633460487356
performance,1,9,0.005568814638027049,0.0,0.010569958929438229
connected,1,9,0.005568814638027049,0.0,0.010569958929438223
property prediction,1,8,0.005568814638027049,3.866424058322324e-05,0.019491318770328843
property,1,8,0.005568814638027049,3.866424058322324e-05,0.019491318770328843
real,1,14,0.005568814638027049,0.0,0.01878973563426787
loop,1,14,0.005568814638027049,0.0,0.01878973563426788
2d,1,13,0.005568814638027049,5.849382860109448e-06,0.0065386808479125265
cross modal,1,13,0.005568814638027049,5.849382860109448e-06,0.006538680847912526
augmented,1,12,0.005568814638027049,0.0,0.017345682176393738
retrieval augmented,1,12,0.005568814638027049,0.0,0.017345682176393727
relation,1,12,0.005568814638027049,0.0,0.017345682176393738
vector,1,2,0.005568814638027049,2.052875625953086e-06,0.005971365600752724
anomaly detection,1,9,0.005568814638027049,0.0,0.010569958929438229
io,1,6,0.005568814638027049,1.5542907362809733e-05,0.01772926492224246
optimization latent,1,6,0.005568814638027049,1.5542907362809733e-05,0.01772926492224246
reuse,1,6,0.005568814638027049,8.556972092038562e-06,0.02452962299806486
using,1,3,0.005568814638027049,0.0,0.005759986333480841
decoding,1,2,0.005568814638027049,2.052875625953086e-06,0.005971365600752722
task,1,2,0.005568814638027049,2.052875625953086e-06,0.005971365600752725
peft,1,2,0.005568814638027049,2.052875625953086e-06,0.005971365600752722
changes,1,13,0.005568814638027049,1.576637143860918e-05,0.008321811996816062
scenes,1,13,0.005568814638027049,1.576637143860918e-05,0.008321811996816059
lattice,1,6,0.005568814638027049,9.74454860717269e-08,0.006327960650762357
learn,1,17,0.005568814638027049,0.0,0.005048530209033812
learning methods,1,17,0.005568814638027049,0.0,0.005048530209033822
extend,1,17,0.005568814638027049,0.0,0.005048530209033812
tad,1,14,0.005568814638027049,0.0,0.017292518513925492
generate,1,10,0.005568814638027049,2.235759328701847e-05,0.021353008331815342
t2i models,1,10,0.005568814638027049,2.235759328701847e-05,0.02135300833181535
english,1,14,0.005568814638027049,1.6325320438230008e-05,0.020342945126748516
languages,1,14,0.005568814638027049,1.6325320438230008e-05,0.0203429451267485
worst,1,4,0.005568814638027049,0.0,0.008058792806486158
problem given,1,4,0.005568814638027049,0.0,0.008058792806486147
number,1,4,0.005568814638027049,0.0,0.008058792806486154
driven,1,19,0.005568814638027049,0.0,0.008127247289616498
data driven,1,19,0.005568814638027049,0.0,0.008127247289616496
rule based,1,19,0.005568814638027049,0.0,0.008127247289616502
industrial,1,19,0.005568814638027049,0.0,0.00812724728961651
frozen,1,9,0.005568814638027049,0.0,0.003456782283676518
prompt,1,9,0.005568814638027049,0.0,0.0034567822836765153
devices,1,9,0.005568814638027049,0.0,0.003456782283676517
edge devices,1,9,0.005568814638027049,0.0,0.003456782283676513
job,1,0,0.005568814638027049,2.975775361102792e-06,0.010871202674040823
coherent,1,0,0.005568814638027049,2.975775361102792e-06,0.010871202674040818
taxonomies,1,0,0.005568814638027049,2.975775361102792e-06,0.010871202674040816
model based,1,0,0.005568814638027049,6.288222596177455e-06,0.01472299805664307
low level,1,0,0.005568814638027049,6.288222596177455e-06,0.014722998056643073
able,1,3,0.005568814638027049,0.0,0.005759986333480837
detect,1,3,0.005568814638027049,0.0,0.005759986333480843
encoded,1,3,0.005568814638027049,0.0,0.00575998633348083
statements,1,3,0.005568814638027049,0.0,0.005759986333480835
tracking,1,3,0.005568814638027049,0.0,0.005759986333480843
topology,1,6,0.005568814638027049,9.74454860717269e-08,0.006327960650762361
generic,1,6,0.005568814638027049,9.74454860717269e-08,0.006327960650762357
taxonomy,1,7,0.005568814638027049,0.0,0.013585733106345817
geometry aware,1,23,0.005568814638027049,7.037729549624719e-08,0.021611205892823653
manipulation,1,23,0.005568814638027049,7.037729549624719e-08,0.02161120589282364
plans,1,13,0.005568814638027049,5.849382860109448e-06,0.003497724945272324
density maps,1,13,0.005568814638027049,5.849382860109448e-06,0.0034977249452723207
geometric,1,13,0.005568814638027049,5.849382860109448e-06,0.0034977249452723177
room,1,13,0.005568814638027049,5.849382860109448e-06,0.003497724945272317
aid,1,12,0.005568814638027049,0.0,0.016796676135279884
anatomical,1,12,0.005568814638027049,0.0,0.01679667613527987
physiological,1,12,0.005568814638027049,0.0,0.016796676135279874
learning revolutionized,1,13,0.005568814638027049,0.0,0.004452495661307407
approaches,1,13,0.005568814638027049,0.0,0.00445249566130741
near,1,13,0.005568814638027049,0.0,0.004452495661307406
images,1,13,0.005568814638027049,0.0,0.004452495661307405
backbone,1,9,0.005568814638027049,0.0,0.0034567822836765174
underutilized,1,9,0.005568814638027049,0.0,0.003456782283676517
qwen2,1,1,0.005568814638027049,0.0,0.0034937897286675605
paradigm,1,1,0.005568814638027049,0.0,0.003493789728667565
phase profiles,1,2,0.005568814638027049,3.842995635027367e-06,0.007224419846151122
baseline,1,2,0.005568814638027049,3.842995635027367e-06,0.007224419846151124
high level,1,21,0.005568814638027049,0.0,0.017186006475345145
just,1,21,0.005568814638027049,0.0,0.017186006475345142
words,1,21,0.005568814638027049,0.0,0.01718600647534514
word,1,21,0.005568814638027049,0.0,0.01718600647534513
intelligent,1,7,0.005568814638027049,0.0,0.013585733106345813
20,1,17,0.005568814638027049,0.0,0.005048530209033814
separable,1,17,0.005568814638027049,0.0,0.005048530209033819
hamiltonian,1,17,0.005568814638027049,0.0,0.005048530209033819
causal inference,1,12,0.005568814638027049,0.0,0.014418229508732899
probability measures,1,12,0.005568814638027049,0.0,0.014418229508732897
structural,1,12,0.005568814638027049,0.0,0.0144182295087329
monotone,1,12,0.005568814638027049,0.0,0.014418229508732899
document,1,0,0.005568814638027049,0.0,0.009397406810885592
thought,1,11,0.005568814638027049,4.236551222087045e-06,0.0302511517300146
